16,casino,"{crime,drama}",112641,524,3.79,19352,3.756,1995,"http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5._V1_UX182_CR0,0,182,268_AL_.jpg","Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.",Martin Scorsese,2h 58min
17,sense and sensibility,"{drama,romance}",114388,4584,3.96,23706,3.9251,1995,"http://ia.media-imdb.com/images/M/MV5BNzk1MjU3MDQyMl5BMl5BanBnXkFtZTcwNjc1OTM2MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the titular opposites.",Ang Lee,2h 16min
18,four rooms,{comedy},113101,5,3.4,5781,3.3556,1995,"http://ia.media-imdb.com/images/M/MV5BMTQwOTMzNjA0Nl5BMl5BanBnXkFtZTcwMjgzNTUyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",Four interlocking tales that take place in a fading hotel on New Year's Eve.,Allison Anders,1h 38min
21,get shorty,"{comedy,crime,thriller}",113161,8012,3.58,25141,3.5616,1995,"http://ia.media-imdb.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg",A mobster travels to Hollywood to collect a debt and discovers that the movie business is much the same as his current job.,Barry Sonnenfeld,1h 45min
22,copycat,"{crime,drama,horror,mystery,thriller}",112722,1710,3.3,10858,3.283,1995,"http://ia.media-imdb.com/images/M/MV5BMTMwNzcwMTAxOV5BMl5BanBnXkFtZTYwMzYyNzQ5._V1_UY268_CR8,0,182,268_AL_.jpg",An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,Jon Amiel,2h 3min
23,assassins,"{action,crime,thriller}",112401,9691,3.16,4636,3.1492,1995,"http://ia.media-imdb.com/images/M/MV5BMTY4OTUwMDY0Ml5BMl5BanBnXkFtZTcwMTg1NDcyMQ@@._V1_UY268_CR6,0,182,268_AL_.jpg",Professional hit-man Robert Rath wants to fulfill a few more contracts before retiring but unscrupulous ambitious newcomer hit-man Miguel Bain keeps killing Rath's targets.,Richard Donner,2h 12min
24,powder,"{drama,sci-fi}",114168,12665,3.18,8952,3.1718,1995,"http://ia.media-imdb.com/images/M/MV5BMTM2NDczNjYwMV5BMl5BanBnXkFtZTYwNTI3Mjc4._V1_UX182_CR0,0,182,268_AL_.jpg",A young bald albino boy with unique powers shakes up the rural community he lives in.,Victor Salva,1h 51min
25,leaving las vegas,"{drama,romance}",113627,451,3.67,24233,3.6474,1995,"http://ia.media-imdb.com/images/M/MV5BNDg3MDM5NTI0MF5BMl5BanBnXkFtZTcwNDY0NDk0NA@@._V1_UX182_CR0,0,182,268_AL_.jpg","Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.",Mike Figgis,1h 51min
26,othello,{drama},114057,16420,3.62,2979,3.489,1995,"http://ia.media-imdb.com/images/M/MV5BMTIxMzA2ODk2NV5BMl5BanBnXkFtZTcwMzQ4ODIyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,Oliver Parker,2h 3min
27,now and then,"{children,drama}",114011,9263,3.42,1787,3.3048,1995,"http://ia.media-imdb.com/images/M/MV5BMTY4MjMwNzA1NF5BMl5BanBnXkFtZTcwNzEwNTYyMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",Four 12-year-old girls grow up together during an eventful small-town summer in 1970.,Lesli Linka Glatter,1h 40min
28,persuasion,"{drama,romance}",114117,17015,4.05,3334,3.8305,1995,"http://ia.media-imdb.com/images/M/MV5BMTc5NzAwNDAyN15BMl5BanBnXkFtZTYwMjYzMDc5._V1_UY268_CR1,0,182,268_AL_.jpg","Eight years earlier, Anne Elliot, the daughter of a financially troubled aristocratic family, was persuaded to break off her engagement to Frederick Wentworth, a young seaman, who, though ...",Roger Michell,1h 47min
29,the city of lost children,"{adventure,drama,fantasy,mystery,sci-fi}",112682,902,3.92,9638,3.8428,1995,"http://ia.media-imdb.com/images/M/MV5BMTg1OTk5OTM5Nl5BMl5BanBnXkFtZTcwNjM5MzI4OA@@._V1_UY268_CR1,0,182,268_AL_.jpg","A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.",Marc Caro,1h 52min
30,"yao a yao, yao dao wai po qiao","{crime,drama}",115012,37557,3.65,1343,3.4148,1995,"http://ia.media-imdb.com/images/M/MV5BMTgyMzAwOTQyNF5BMl5BanBnXkFtZTcwNDU1MjgxMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg",A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,Yimou Zhang,1h 48min
31,dangerous minds,{drama},112792,9909,3.24,11258,3.2285,1995,"http://ia.media-imdb.com/images/M/MV5BMTI3NDIyMjIyM15BMl5BanBnXkFtZTYwMzA3NjU5._V1_UY268_CR1,0,182,268_AL_.jpg",An ex-Marine turned teacher struggles to connect with her students in an inner city school.,John N. Smith,1h 39min
32,twelve monkeys,"{mystery,sci-fi,thriller}",114746,63,3.89,50380,3.8746,1995,"http://ia.media-imdb.com/images/M/MV5BMjI4MDIxNjk2Ml5BMl5BanBnXkFtZTcwMTA3Njk3OA@@._V1_UY268_CR9,0,182,268_AL_.jpg","In a future world devastated by disease, a convict is sent back in time to gather information about the man-made virus that wiped out most of the human population on the planet.",Terry Gilliam,2h 9min
34,babe,"{children,drama}",112431,9598,3.64,33890,3.6245,1995,"http://ia.media-imdb.com/images/M/MV5BMTIwNzY2OTIzN15BMl5BanBnXkFtZTcwNjcxODAzMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg","Babe, a pig raised by sheepdogs, learns to herd sheep with a little help from Farmer Hoggett.",Chris Noonan,1h 31min
35,carrington,"{drama,romance}",112637,47018,3.51,1554,3.349,1995,"http://ia.media-imdb.com/images/M/MV5BMTI5NjcxMjc4MV5BMl5BanBnXkFtZTcwOTEzMDYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",The platonic relationship between artist Dora Carrington and writer Lytton Strachey in the early 20th century.,Christopher Hampton,2h 1min
36,dead man walking,"{crime,drama}",112818,687,3.94,23295,3.9054,1995,"http://ia.media-imdb.com/images/M/MV5BMTM3NzA1MjM2N15BMl5BanBnXkFtZTcwMzY3MTMzNA@@._V1_UX182_CR0,0,182,268_AL_.jpg","A nun, while comforting a convicted killer on death row, empathizes with both the killer and his victim's families.",Tim Robbins,2h 2min
39,clueless,"{comedy,romance}",112697,9603,3.41,27244,3.399,1995,"http://ia.media-imdb.com/images/M/MV5BMTgxODIxODE2MF5BMl5BanBnXkFtZTgwOTA4NjQxMTE@._V1_UX182_CR0,0,182,268_AL_.jpg","A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.",Amy Heckerling,1h 37min
40,"cry, the beloved country",{drama},112749,34615,3.66,937,3.3703,1995,"http://ia.media-imdb.com/images/M/MV5BMTcwMDU1OTEwOF5BMl5BanBnXkFtZTcwMTg5NjEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,Darrell Roodt,1h 46min
41,richard iii,"{drama,war}",114279,31174,3.85,5025,3.7253,1995,"http://ia.media-imdb.com/images/M/MV5BMTI3MzMwMzIxMF5BMl5BanBnXkFtZTYwNTM0Nzc5._V1_UY268_CR2,0,182,268_AL_.jpg",The classic Shakespearean play about a murderously scheming king staged in an alternative fascist England setting.,Richard Loncraine,1h 44min
43,restoration,{drama},114272,35196,3.47,2630,3.3678,1995,"http://ia.media-imdb.com/images/M/MV5BMjE5ODY5MTU5OF5BMl5BanBnXkFtZTYwNjcwNTY5._V1_UY268_CR1,0,182,268_AL_.jpg","The exiled royal physician to King Charles II devotes himself to helping Londoners suffering from the plague, and in the process falls in love with an equally poor woman.",Michael Hoffman,1h 57min
45,to die for,"{comedy,drama,thriller}",114681,577,3.37,9458,3.3441,1995,"http://ia.media-imdb.com/images/M/MV5BOTQwODcwOTY1NV5BMl5BanBnXkFtZTcwNjIwOTc0NA@@._V1_UY268_CR4,0,182,268_AL_.jpg","Suzanne Stone is an aspiring TV personality who will do anything to be in the spotlight, including enlisting three teenagers to kill her husband.",Gus Van Sant,1h 46min
46,how to make an american quilt,"{drama,romance}",113347,11861,3.27,3303,3.2302,1995,"http://ia.media-imdb.com/images/M/MV5BNzY3NTQ0NTM0NV5BMl5BanBnXkFtZTcwODkwMzgxMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",Bride-to-be Finn Dodd hears tales of romance and sorrow from her elders as they construct a quilt.,Jocelyn Moorhouse,1h 57min
47,se7en,"{mystery,thriller}",114369,807,4.06,47630,4.0402,1995,"http://ia.media-imdb.com/images/M/MV5BMTQwNTU3MTE4NF5BMl5BanBnXkFtZTcwOTgxNDM2Mg@@._V1_UX182_CR0,0,182,268_AL_.jpg","Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his modus operandi.",David Fincher,2h 7min
49,when night is falling,"{drama,romance}",114916,8391,3.57,253,3.194,1995,"http://ia.media-imdb.com/images/M/MV5BMTI2OTU5MDMzN15BMl5BanBnXkFtZTcwMTkxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg","An uptight and conservative woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman who works at a local carnival that comes to town.",Patricia Rozema,1h 34min
50,the usual suspects,"{crime,mystery,thriller}",114814,629,4.32,53195,4.2975,1995,"http://ia.media-imdb.com/images/M/MV5BMzI1MjI5MDQyOV5BMl5BanBnXkFtZTcwNzE4Mjg3NA@@._V1_UX182_CR0,0,182,268_AL_.jpg","A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which begin when five criminals meet at a seemingly random police lineup.",Bryan Singer,1h 46min
52,mighty aphrodite,"{comedy,drama,romance}",113819,11448,3.54,10225,3.5007,1995,"http://ia.media-imdb.com/images/M/MV5BMTUzMzE3Nzg5Ml5BMl5BanBnXkFtZTcwNTIxNDEyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a prostitute.",Woody Allen,1h 35min
53,lamerica,"{adventure,drama}",110299,49133,3.69,157,3.1791,1994,"http://ia.media-imdb.com/images/M/MV5BMTk0MTI5MjU3MF5BMl5BanBnXkFtZTcwMjMzODUyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",Two Italian racketeers come to Albania just after the fall of the communists to set up a fictive firm and pocket the grants. They need a stooge. They choose an old one in a jail : Spiro. ...,Gianni Amelio,1h 56min
55,georgia,{drama},113158,97406,3.23,966,3.1633,1995,"http://ia.media-imdb.com/images/M/MV5BMTYzMjgyNTk3OF5BMl5BanBnXkFtZTcwNTIxODcxMQ@@._V1_UY268_CR5,0,182,268_AL_.jpg","Sadie is desperately looking up to her older sister Georgia who is a famous C&W artist. Sadie wants to be a famous artist like her sister, but is always doing everything wrong. Her ...",Ulu Grosbard,1h 55min
57,home for the holidays,{drama},113321,9089,3.33,2489,3.2638,1995,"http://ia.media-imdb.com/images/M/MV5BMjExMTMyNzU4MV5BMl5BanBnXkFtZTcwMzIwMDkxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","After losing her job, making out with her soon-to-be former boss and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her family.",Jodie Foster,1h 43min
58,il postino: the postman,"{comedy,drama,romance}",110877,11010,3.97,13267,3.9089,1994,"http://ia.media-imdb.com/images/M/MV5BMTY5NDI4NjQyOV5BMl5BanBnXkFtZTYwODI1NDE5._V1_UY268_CR3,0,182,268_AL_.jpg",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,Michael Radford,1h 48min
59,le confessionnal,"{drama,mystery}",112714,99040,3.6,200,3.1824,1995,"http://ia.media-imdb.com/images/M/MV5BMTk2MDE1MTYyNl5BMl5BanBnXkFtZTcwMzc3NDEzMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","The year is 1952, in Quebec City. Rachel, 16, unmarried, and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the ...",Robert Lepage,1h 40min
61,eye for an eye,"{drama,thriller}",116260,17182,3.34,2431,3.2697,1996,"http://ia.media-imdb.com/images/M/MV5BMTUwMzc5NTk0NF5BMl5BanBnXkFtZTYwOTYyMzU5._V1_UX182_CR0,0,182,268_AL_.jpg","When the courts fail to keep behind bars the man who raped and murdered her daughter, a woman seeks her own form of justice.",John Schlesinger,1h 41min
62,mr. holland's opus,{drama},113862,2054,3.76,22608,3.732,1995,"http://ia.media-imdb.com/images/M/MV5BMTUxODUxOTk2M15BMl5BanBnXkFtZTcwODk2NDYxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",A frustrated composer finds fulfillment as a high school music teacher.,Stephen Herek,2h 23min
63,don't be a menace to south central while drinking your juice in the hood,"{comedy,crime}",116126,10607,3.11,2575,3.1069,1996,"http://ia.media-imdb.com/images/M/MV5BMTA3NjQ1Mzg4NTReQTJeQWpwZ15BbWU3MDcwNTQwMzE@._V1_UY268_CR3,0,182,268_AL_.jpg","""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of several U.S. films about being in the 'Hood', for instance ""Boyz n the Hood"", ""South Central"", ""...",Paris Barclay,1h 29min
67,two bits,{drama},114753,40628,3.36,174,3.1376,1995,"http://ia.media-imdb.com/images/M/MV5BMTY4NjA1Mzc2N15BMl5BanBnXkFtZTcwODI2NjYxMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg","It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's ...",James Foley,1h 25min
68,french twist,"{comedy,romance}",113149,4482,3.46,1304,3.3033,1995,"http://ia.media-imdb.com/images/M/MV5BMTg3NjczMTU1OF5BMl5BanBnXkFtZTcwOTAzNTQyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg","After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",Josiane Balasko,1h 44min
69,friday,{comedy},113118,10634,3.55,4894,3.4735,1995,"http://ia.media-imdb.com/images/M/MV5BMTQ1NzE3MzY0NV5BMl5BanBnXkFtZTYwNTM2MzE5._V1_UY268_CR4,0,182,268_AL_.jpg","Two homies, Smokey and Craig, smoke a dope dealer's weed and try to figure a way to get the $200 they owe to the dealer by ten p.m. that same night. In that time, they smoke more weed, get jacked, and they get shot at in a drive-by.",F. Gary Gray,1h 31min
70,from dusk till dawn,"{action,comedy,horror,thriller}",116367,755,3.29,13957,3.2772,1996,"http://ia.media-imdb.com/images/M/MV5BMTUzNjI5NTUwOV5BMl5BanBnXkFtZTcwMDAyMDQyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Two criminals and their hostages unknowingly seek temporary refuge in an establishment populated by vampires, with chaotic results.",Robert Rodriguez,1h 48min
72,kicking and screaming,"{comedy,drama}",113537,28387,3.48,1278,3.3127,1995,"http://ia.media-imdb.com/images/M/MV5BMjEzMjkwMzE4Nl5BMl5BanBnXkFtZTcwNzY0NzMzMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","Following graduation, a handful of college students do nothing and talk about it wittily.",Noah Baumbach,1h 36min
73,les misérables,"{drama,war}",113828,48750,3.8,3384,3.6401,1995,"http://ia.media-imdb.com/images/M/MV5BMTg1NzgyNTk0N15BMl5BanBnXkFtZTYwNjk4MDU5._V1_UY268_CR2,0,182,268_AL_.jpg",Henri Fortin is poor and iliterate former boxer. Ziman is rich Jewish lawyer from Paris. During WWII they meet when Fortin agrees to drive Ziman's family to Switzerland. Intrigued by Victor...,Claude Lelouch,2h 55min
74,bed of roses,"{drama,romance}",115644,20927,3.31,3759,3.2656,1996,"http://ia.media-imdb.com/images/M/MV5BMjg4MzcxMzk3M15BMl5BanBnXkFtZTcwNzkzOTMyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg","Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.",Michael Goldenberg,1h 27min
77,nico icon,{documentary},113973,124626,3.44,227,3.162,1995,"http://ia.media-imdb.com/images/M/MV5BNTY2MDM2NzcyM15BMl5BanBnXkFtZTcwMjk3MzcyMQ@@._V1_UY268_CR0,0,182,268_AL_.jpg","A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...",Susanne Ofteringer,1h 7min
78,the crossing guard,"{action,crime,drama,thriller}",112744,27526,3.18,1264,3.1442,1995,"http://ia.media-imdb.com/images/M/MV5BMTI3MzcxNTIzMl5BMl5BanBnXkFtZTcwMDM1NzAyMQ@@._V1_UY268_CR3,0,182,268_AL_.jpg",Freddie Gale is a seedy jeweler who has sworn to kill the drunk driver who killed his little girl.,Sean Penn,1h 51min
79,the juror,"{drama,thriller}",116731,9623,3.16,6244,3.1516,1996,"http://ia.media-imdb.com/images/M/MV5BMTgwOTc5MjYzNl5BMl5BanBnXkFtZTcwMjYzMTYyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","When Annie Laird is selected as a juror in a big Mafia trial, she is forced by someone known as ""The Teacher"" to persuade the other jurors to vote ""not guilty"". He threatens to kill her son...",Brian Gibson,1h 58min
80,the white balloon,"{children,drama}",112445,46785,3.73,593,3.3338,1995,"http://ia.media-imdb.com/images/M/MV5BMTE5ODk5MDAwN15BMl5BanBnXkFtZTYwNDA3MjE5._V1_UX182_CR0,0,182,268_AL_.jpg",Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,Jafar Panahi,1h 25min
81,things to do in denver when you're dead,"{crime,drama,romance}",114660,400,3.28,3373,3.2386,1995,"http://ia.media-imdb.com/images/M/MV5BMTk3NDkzNjQ5Ml5BMl5BanBnXkFtZTYwMDQ0Mzk4._V1_UY268_CR2,0,182,268_AL_.jpg",Five different criminals face imminent death after botching a job quite badly.,Gary Fleder,1h 55min
82,antonia's line,"{comedy,drama}",112379,880,4.02,2693,3.7706,1995,"http://ia.media-imdb.com/images/M/MV5BMTgwNjkwOTQ5NV5BMl5BanBnXkFtZTcwNjc3ODAyMQ@@._V1_UY268_CR1,0,182,268_AL_.jpg","A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",Marleen Gorris,1h 42min
83,once upon a time... when we were colored,"{drama,romance}",114039,146599,3.65,616,3.309,1995,"http://ia.media-imdb.com/images/M/MV5BMTI4NDk2MDcyNV5BMl5BanBnXkFtZTcwMTQxNTMyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,Tim Reid,1h 55min
84,last summer in the hamptons,"{comedy,drama}",113612,188588,3.4,166,3.1418,1995,"http://ia.media-imdb.com/images/M/MV5BMTY2OTM4MDI2OV5BMl5BanBnXkFtZTcwNTQxMTYxMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the ...",Henry Jaglom,1h 48min
85,angels and insects,"{drama,romance}",112365,8447,3.54,2818,3.4245,1995,"http://ia.media-imdb.com/images/M/MV5BOTgwMTExNjk2M15BMl5BanBnXkFtZTcwNzQxNTEzMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",In the 1800s a naturalist marries into a family of British country gentry.,Philip Haas,1h 56min
86,white squall,"{action,adventure,drama}",118158,10534,3.49,4538,3.4194,1996,"http://ia.media-imdb.com/images/M/MV5BMTI5NjIzMTI5OV5BMl5BanBnXkFtZTcwMjY0MzAyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,Ridley Scott,2h 9min
88,black sheep,{comedy},115697,13997,3.13,5631,3.1253,1996,"http://ia.media-imdb.com/images/M/MV5BMTc3MDM5OTc4Ml5BMl5BanBnXkFtZTcwNjk2NDMyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg",A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,Penelope Spheeris,1h 27min
89,nick of time,"{action,thriller}",113972,2086,3.14,3366,3.1306,1995,"http://ia.media-imdb.com/images/M/MV5BMjE1OTk4OTM2NF5BMl5BanBnXkFtZTYwNzE4OTc4._V1_UY268_CR3,0,182,268_AL_.jpg","An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",John Badham,1h 30min
90,the journey of august king,{drama},113490,61548,3.34,222,3.1427,1995,"http://ia.media-imdb.com/images/M/MV5BMjA2MTMxMDQyMV5BMl5BanBnXkFtZTcwMDEzMzcyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","The Journey of August King is a multi-dimensional drama about a North Carolina farmer in April 1815. August King, a widower, is on his way home as he does every year after selling his ...",John Duigan,1h 31min
94,beautiful girls,"{comedy,drama,romance}",115639,9283,3.53,4271,3.4482,1996,"http://ia.media-imdb.com/images/M/MV5BMTI4NjU0NDM0NV5BMl5BanBnXkFtZTYwODU5MjY5._V1_UY268_CR2,0,182,268_AL_.jpg",A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,Ted Demme,1h 52min
95,broken arrow,"{action,adventure,thriller}",115759,9208,3.12,25145,3.1192,1996,"http://ia.media-imdb.com/images/M/MV5BMTY1NTQzMDQwMF5BMl5BanBnXkFtZTYwOTQ1OTk4._V1_UY268_CR3,0,182,268_AL_.jpg",Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,John Woo,1h 48min
96,a midwinter's tale,"{comedy,drama}",113403,40154,3.69,507,3.2978,1995,"http://ia.media-imdb.com/images/M/MV5BMTIyMDEwMDAyMl5BMl5BanBnXkFtZTYwOTUwNTk4._V1_UX182_CR0,0,182,268_AL_.jpg","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",Kenneth Branagh,1h 39min
97,la haine,"{crime,drama}",113247,406,3.99,2455,3.7321,1995,"http://ia.media-imdb.com/images/M/MV5BMTY3OTAyOTMyM15BMl5BanBnXkFtZTcwNTMxMTI0MQ@@._V1_UY268_CR4,0,182,268_AL_.jpg",24 hours in the lives of three young men in the French suburbs the day after a violent riot.,Mathieu Kassovitz,1h 38min
99,heidi fleiss: hollywood madam,{documentary},113283,63076,3.12,761,3.108,1995,"http://ia.media-imdb.com/images/M/MV5BMTc4NDc5NzQzNF5BMl5BanBnXkFtZTcwMDUyODkxMQ@@._V1_UY268_CR4,0,182,268_AL_.jpg","A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",Nick Broomfield,1h 46min
100,city hall,"{drama,thriller}",115907,11062,3.23,4389,3.2057,1996,"http://ia.media-imdb.com/images/M/MV5BMTQxNzEzMzQwN15BMl5BanBnXkFtZTcwOTk5MDYyMQ@@._V1_UY268_CR8,0,182,268_AL_.jpg","The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",Harold Becker,1h 51min
