movieId,title,genres,imdbId,tmdbId,rating,number_of_ratings,weighted_rating
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,1375666,27205,4.16,23518,4.1167
2329,American History X (1998),Crime|Drama,120586,73,4.15,27261,4.1128
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,71315,829,4.17,17031,4.1106
1207,To Kill a Mockingbird (1962),Drama,56592,595,4.17,16080,4.1073
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,167260,122,4.13,41049,4.1055
541,Blade Runner (1982),Action|Sci-Fi|Thriller,83658,78,4.13,33435,4.1001
1234,"Sting, The (1973)",Comedy|Crime,70735,9277,4.16,16365,4.0989
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,120737,120,4.12,46888,4.0987
608,Fargo (1996),Comedy|Crime|Drama|Thriller,116282,275,4.11,48433,4.0895
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,108598,531,4.15,16198,4.0889
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,43014,599,4.22,7313,4.0851
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,41959,1092,4.22,7172,4.0828
1208,Apocalypse Now (1979),Action|Drama|War,78788,28,4.11,25246,4.0715
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,405094,582,4.2,7435,4.0695
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,33870,963,4.14,13674,4.0691
903,Vertigo (1958),Drama|Mystery|Romance|Thriller,52357,426,4.13,15854,4.0688
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,167261,121,4.09,42433,4.0672
48516,"Departed, The (2006)",Crime|Drama|Thriller,407887,1422,4.12,18334,4.0672
111,Taxi Driver (1976),Crime|Drama|Thriller,75314,103,4.1,28402,4.066
7502,Band of Brothers (2001),Action|Drama|War,185906,191903,4.21,6522,4.0623
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,60196,429,4.12,16356,4.0612
923,Citizen Kane (1941),Drama|Mystery,33467,15,4.11,19461,4.0606
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,105236,500,4.09,30619,4.0587
745,Wallace & Gromit: A Close Shave (1995),Animation|Children|Comedy,112691,532,4.13,13090,4.0568
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,338013,38,4.09,26600,4.0541
1204,Lawrence of Arabia (1962),Adventure|Drama|War,56172,947,4.12,14081,4.0523
2028,Saving Private Ryan (1998),Action|Drama|War,120815,857,4.07,44176,4.0485
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,82096,387,4.11,15108,4.0472
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,95765,11216,4.13,10790,4.0425
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,114369,807,4.06,47630,4.0402
1617,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,119488,2118,4.07,30042,4.0387
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,110413,101,4.07,29856,4.0385
356,Forrest Gump (1994),Comedy|Drama|Romance|War,109830,13,4.05,81296,4.0384
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,36775,996,4.21,5234,4.0318
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,57115,5925,4.11,11764,4.0308
1225,Amadeus (1984),Drama,86879,279,4.07,21875,4.0275
1219,Psycho (1960),Crime|Horror,54215,539,4.07,21198,4.0263
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,38355,910,4.18,5979,4.0251
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,50212,826,4.09,13728,4.0227
1704,Good Will Hunting (1997),Drama|Romance,119217,489,4.05,32396,4.0215
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,167404,745,4.04,44055,4.0191
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,119698,128,4.1,11156,4.0176
1276,Cool Hand Luke (1967),Drama,61512,903,4.09,12449,4.0163
4011,Snatch (2000),Comedy|Crime|Thriller,208092,107,4.06,20502,4.0153
110,Braveheart (1995),Action|Drama|War,112573,197,4.03,61267,4.015
1214,Alien (1979),Horror|Sci-Fi,78748,348,4.04,33440,4.0127
1247,"Graduate, The (1967)",Comedy|Drama|Romance,61722,37247,4.06,18415,4.0105
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,56218,982,4.1,9804,4.0073
930,Notorious (1946),Film-Noir|Romance|Thriller,38787,303,4.18,5226,4.0064
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,96283,8392,4.13,7263,4.0052
926,All About Eve (1950),Drama,42192,705,4.18,5138,4.0039
1222,Full Metal Jacket (1987),Drama|War,93058,600,4.04,23353,4.0014
1945,On the Waterfront (1954),Crime|Drama,47296,654,4.15,6041,4.0007
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,482571,1124,4.06,14925,3.9996
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,32904,981,4.12,7471,3.9995
1230,Annie Hall (1977),Comedy|Romance,75686,703,4.05,17645,3.999
92259,Intouchables (2011),Comedy|Drama,1675434,77338,4.13,6648,3.9952
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,43265,488,4.07,11380,3.9916
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,52311,1480,4.17,4934,3.9895
1304,Butch Cassidy and the Sundance Kid (1969),Action|Western,64115,642,4.04,16921,3.9875
1228,Raging Bull (1980),Drama,81398,1578,4.07,10478,3.9854
5995,"Pianist, The (2002)",Drama|War,253474,423,4.05,13280,3.9834
109487,Interstellar (2014),Sci-Fi|IMAX,816692,157336,4.07,10209,3.9834
1178,Paths of Glory (1957),Drama|War,50825,975,4.21,3858,3.9813
1217,Ran (1985),Drama|War,89881,11645,4.15,5220,3.981
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,910970,10681,4.03,17303,3.9791
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,40897,3090,4.14,5468,3.979
1260,M (1931),Crime|Film-Noir|Thriller,22100,832,4.17,4560,3.9774
778,Trainspotting (1996),Comedy|Crime|Drama,117951,627,4.01,26383,3.9767
1258,"Shining, The (1980)",Horror,81505,694,4.01,26085,3.9764
27773,Old Boy (2003),Mystery|Thriller,364569,670,4.08,8357,3.9751
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,97576,89,4,34551,3.9747
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,86190,1892,3.99,56255,3.9744
457,"Fugitive, The (1993)",Thriller,106977,5503,3.99,54403,3.9739
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,44079,845,4.13,5584,3.9734
910,Some Like It Hot (1959),Comedy|Crime,53291,239,4.04,12603,3.9708
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,90605,679,4,29666,3.9706
3949,Requiem for a Dream (2000),Drama,180093,641,4.02,17451,3.9701
1288,This Is Spinal Tap (1984),Comedy,88258,11031,4.02,17195,3.9694
953,It's a Wonderful Life (1946),Drama|Fantasy|Romance,38650,1585,4.02,16114,3.9662
3147,"Green Mile, The (1999)",Crime|Drama,120689,497,4,24849,3.9651
3030,Yojimbo (1961),Action|Adventure,55630,11878,4.19,3845,3.9648
1199,Brazil (1985),Fantasy|Sci-Fi,88846,68,4.02,15108,3.9628
68954,Up (2009),Adventure|Animation|Children|Drama,1049413,14160,4.02,14779,3.9616
4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller,246578,141,4,21926,3.9607
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,66921,185,3.99,27122,3.9583
68157,Inglourious Basterds (2009),Action|Drama|War,361748,16869,4.02,13832,3.9579
899,Singin' in the Rain (1952),Comedy|Musical|Romance,45152,872,4.03,11673,3.9565
905,It Happened One Night (1934),Comedy|Romance,25316,3078,4.15,4421,3.9561
1256,Duck Soup (1933),Comedy|Musical|War,23969,3063,4.1,5952,3.956
800,Lone Star (1996),Drama|Mystery|Western,116905,26748,4.07,7460,3.9552
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,111495,110,4.06,8127,3.9547
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,130827,104,4,18755,3.9544
1259,Stand by Me (1986),Adventure|Drama,92005,235,3.99,22136,3.9515
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Fantasy|Thriller,457430,1417,4.01,14540,3.9514
1299,"Killing Fields, The (1984)",Drama|War,87553,625,4.06,7761,3.9503
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,120735,100,4,17085,3.9502
2804,"Christmas Story, A (1983)",Children|Comedy,85334,850,4.01,13900,3.9489
916,Roman Holiday (1953),Comedy|Drama|Romance,46250,804,4.07,6795,3.9454
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,64116,335,4.11,5087,3.9439
1080,Monty Python's Life of Brian (1979),Comedy,79470,583,3.98,22569,3.9426
2502,Office Space (1999),Comedy|Crime,151804,1542,3.98,22567,3.9426
99114,Django Unchained (2012),Action|Drama|Western,1853728,68718,4.03,9569,3.9419
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,42876,548,4.14,4250,3.9417
1244,Manhattan (1979),Comedy|Drama|Romance,79522,696,4.03,9471,3.9411
720,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,118114,,4.03,9444,3.9408
3578,Gladiator (2000),Action|Adventure|Drama,172495,98,3.96,38460,3.9382
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,32138,630,3.97,24820,3.9363
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,347149,4935,4.05,7345,3.936
246,Hoop Dreams (1994),Documentary,110057,14275,4.01,11233,3.9355
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,62622,62,3.96,27262,3.9295
1224,Henry V (1989),Action|Drama|Romance|War,97499,10705,4.1,4859,3.9291
1147,When We Were Kings (1996),Documentary,118147,10548,4.14,3935,3.929
30749,Hotel Rwanda (2004),Drama|War,395169,205,4.01,9967,3.9269
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,32976,223,4.09,5068,3.9267
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,103064,280,3.94,56837,3.9255
1266,Unforgiven (1992),Drama|Western,105695,33,3.98,15177,3.9255
55820,No Country for Old Men (2007),Crime|Drama,477348,6977,3.99,12798,3.9254
17,Sense and Sensibility (1995),Drama|Romance,114388,4584,3.96,23706,3.9251
950,"Thin Man, The (1934)",Comedy|Crime,25878,3529,4.16,3507,3.9246
33794,Batman Begins (2005),Action|Crime|IMAX,372784,272,3.96,23096,3.9243
1358,Sling Blade (1996),Drama,117666,12498,3.98,14765,3.9241
1278,Young Frankenstein (1974),Comedy|Fantasy,72431,3034,3.97,16414,3.92
3462,Modern Times (1936),Comedy|Drama|Romance,27977,3082,4.1,4520,3.9186
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,104361,530,4.01,8752,3.9166
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,50976,490,4.09,4682,3.9156
951,His Girl Friday (1940),Comedy|Romance,32599,3085,4.11,4195,3.9154
1732,"Big Lebowski, The (1998)",Comedy|Crime,118715,115,3.95,23524,3.9153
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,440963,2503,3.97,14609,3.9142
1041,Secrets & Lies (1996),Drama,117589,11159,4.05,5933,3.9128
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,120601,492,3.94,29615,3.9125
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,36613,212,4.02,7479,3.9114
1272,Patton (1970),Drama|War,66206,11202,4,9058,3.9104
3468,"Hustler, The (1961)",Drama,54997,990,4.1,4258,3.9096
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,110877,11010,3.97,13267,3.9089
4995,"Beautiful Mind, A (2001)",Drama|Romance,268978,453,3.94,25848,3.9087
112552,Whiplash (2014),Drama,2582802,244786,4.08,4697,3.9078
2918,Ferris Bueller's Day Off (1986),Comedy,91042,9377,3.94,24914,3.9075
1036,Die Hard (1988),Action|Crime|Thriller,95016,562,3.93,33423,3.9059
36,Dead Man Walking (1995),Crime|Drama,112818,687,3.94,23295,3.9054
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,111797,10451,4.03,6447,3.905
34405,Serenity (2005),Action|Adventure|Sci-Fi,379786,16320,3.99,9450,3.9047
91529,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,1345836,49026,3.99,9444,3.9047
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller,1182345,17431,4.02,6846,3.9026
5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller,82949,1672,4.07,4773,3.9018
116797,The Imitation Game (2014),Drama|Thriller|War,2084970,205596,4.02,6737,3.9009
1263,"Deer Hunter, The (1978)",Drama|War,77416,11778,3.97,11518,3.9004
1293,Gandhi (1982),Drama,83987,783,3.97,11388,3.8997
1283,High Noon (1952),Drama|Western,44706,288,4.05,5309,3.8992
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,40522,5156,4.12,3579,3.897
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,88763,105,3.91,49420,3.8939
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,46912,521,4.02,6162,3.8914
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,101640,10404,4.12,3457,3.8909
1131,Jean de Florette (1986),Drama|Mystery,91288,4480,4.12,3415,3.8887
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,434409,752,3.93,18518,3.8874
1235,Harold and Maude (1971),Comedy|Drama|Romance,67185,343,3.97,9355,3.8859
4262,Scarface (1983),Action|Crime|Drama,86250,111,3.95,11963,3.8843
81845,"King's Speech, The (2010)",Drama,1504320,45269,3.97,8993,3.8828
909,"Apartment, The (1960)",Comedy|Drama|Romance,53604,284,4.02,5710,3.8827
1961,Rain Man (1988),Drama,95953,380,3.91,28454,3.8825
1242,Glory (1989),Drama|War,97441,9665,3.94,13397,3.8816
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller,245712,55,4.01,6091,3.8815
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,88247,218,3.9,36125,3.8784
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,114709,862,3.89,60424,3.8771
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,258463,2501,3.91,23644,3.8771
3683,Blood Simple (1984),Crime|Drama|Film-Noir,86979,11368,4.02,5409,3.8763
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War,95327,12477,4.08,3792,3.8753
3730,"Conversation, The (1974)",Drama|Mystery,71360,592,4.06,4202,3.8752
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,114746,63,3.89,50380,3.8746
955,Bringing Up Baby (1938),Comedy|Romance,29947,900,4.04,4683,3.8744
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,87544,81,4.06,4161,3.8738
3504,Network (1976),Comedy|Drama,74958,10774,4.01,5682,3.8736
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,435761,10193,3.96,8831,3.8724
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,56923,4808,4.05,4349,3.8722
109374,"Grand Budapest Hotel, The (2014)",Comedy|Drama,2278388,120467,4.01,5592,3.8718
3362,Dog Day Afternoon (1975),Crime|Drama,72890,968,3.97,7819,3.8712
6787,All the President's Men (1976),Drama|Thriller,74119,891,4.03,4865,3.8712
6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi,92067,10515,4.05,4296,3.8704
954,Mr. Smith Goes to Washington (1939),Drama,31679,3083,3.99,6431,3.8701
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,53198,147,4.12,3076,3.8695
162,Crumb (1994),Documentary,109508,26564,3.99,6373,3.8691
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,108394,108,3.97,7555,3.8682
150,Apollo 13 (1995),Adventure|Drama|IMAX,112384,568,3.88,54695,3.866
1246,Dead Poets Society (1989),Drama,97165,207,3.9,22412,3.8658
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,48728,381,4.02,4956,3.8653
1090,Platoon (1986),Drama|War,91763,792,3.91,17025,3.865
3307,City Lights (1931),Comedy|Drama|Romance,21749,901,4.13,2882,3.8644
64614,Gran Torino (2008),Crime|Drama,1205489,13223,3.95,8875,3.8638
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,892769,10191,3.96,7865,3.8629
1175,Delicatessen (1991),Comedy|Drama|Romance,101700,892,3.96,7836,3.8625
1281,"Great Dictator, The (1940)",Comedy|Drama|War,32553,914,4.04,4288,3.862
74458,Shutter Island (2010),Drama|Mystery|Thriller,1130884,11324,3.94,9743,3.8617
994,Big Night (1996),Comedy|Drama,115678,18203,4,5507,3.8615
741,Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,113568,9323,3.96,7734,3.8614
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,266697,24,3.89,26225,3.8609
1292,Being There (1979),Comedy|Drama,78841,10322,3.97,6980,3.8608
1952,Midnight Cowboy (1969),Drama,64665,3116,3.97,6939,3.8603
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,103994,18183,3.92,12529,3.8593
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,317705,9806,3.89,23555,3.8578
1104,"Streetcar Named Desire, A (1951)",Drama,44081,702,3.96,7417,3.8577
2010,Metropolis (1927),Drama|Sci-Fi,17136,19,3.98,6136,3.8565
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,66765,9267,3.98,6063,3.8552
59315,Iron Man (2008),Action|Adventure|Sci-Fi,371746,1726,3.9,16662,3.8546
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,266543,12,3.88,27806,3.8529
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332,146,3.88,27656,3.8527
1950,In the Heat of the Night (1967),Drama|Mystery,61811,10633,4.06,3629,3.8524
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,1010048,12405,3.91,12928,3.8518
1953,"French Connection, The (1971)",Action|Crime|Thriller,67116,1051,3.93,9583,3.8515
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,796366,13475,3.92,10701,3.8498
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,449059,773,3.9,14645,3.8488
31410,"Downfall (Untergang, Der) (2004)",Drama|War,363163,613,4,4943,3.8484
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,107048,137,3.87,34465,3.8483
134853,Inside Out (2015),Animation|Children|Comedy,2096673,150540,4.02,4360,3.8481
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,144117,8374,3.93,9038,3.8472
3196,Stalag 17 (1953),Drama|War,46359,632,4.1,2957,3.847
8874,Shaun of the Dead (2004),Comedy|Horror,365748,747,3.9,14067,3.8468
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,100150,379,3.96,6571,3.8463
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,190590,134,3.88,21637,3.8455
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,185125,99,4,4803,3.8447
1132,Manon of the Spring (Manon des sources) (1986),Drama,91480,4481,4.08,3154,3.8438
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,198781,585,3.87,28028,3.8434
94466,Black Mirror (2011),Drama|Sci-Fi,2085059,,4.22,1973,3.8429
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,112682,902,3.92,9638,3.8428
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,97123,11562,4.02,4161,3.8415
1189,"Thin Blue Line, The (1988)",Documentary,96257,14285,4.1,2864,3.8409
2289,"Player, The (1992)",Comedy|Crime|Drama,105151,10403,3.93,8315,3.8408
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,59578,938,3.98,5178,3.8374
475,In the Name of the Father (1993),Drama,107207,7984,3.91,10059,3.8367
3006,"Insider, The (1999)",Drama|Thriller,140352,9008,3.91,9994,3.8362
2194,"Untouchables, The (1987)",Action|Crime|Drama,94226,117,3.88,16605,3.8356
134130,"Martian, The (2015)",Action|Adventure|Sci-Fi,3659388,286217,4.06,3277,3.8353
515,"Remains of the Day, The (1993)",Drama|Romance,107943,1245,3.9,11307,3.8349
1303,"Man Who Would Be King, The (1975)",Adventure|Drama,73341,983,4.03,3763,3.8345
1394,Raising Arizona (1987),Comedy,93822,378,3.88,16151,3.8345
5989,Catch Me If You Can (2002),Crime|Drama,264464,640,3.87,20730,3.8345
3429,Creature Comforts (1989),Animation|Comedy,99317,54825,4.11,2663,3.834
1231,"Right Stuff, The (1983)",Drama,86197,9549,3.92,8542,3.8339
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,36342,21734,4.15,2322,3.8336
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,93191,144,4.02,3918,3.8327
56782,There Will Be Blood (2007),Drama|Western,469494,7345,3.94,6716,3.831
223,Clerks (1994),Comedy,109445,2292,3.86,24866,3.8306
28,Persuasion (1995),Drama|Romance,114117,17015,4.05,3334,3.8305
942,Laura (1944),Crime|Film-Noir|Mystery,37008,1939,4.09,2809,3.8298
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,58461,391,3.93,7213,3.8288
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,99810,1669,3.86,22772,3.828
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,378194,393,3.86,22301,3.8273
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,66026,651,3.88,13602,3.8265
3022,"General, The (1926)",Comedy|War,17925,961,4.13,2387,3.8256
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary|War,317910,12698,4.08,2855,3.8255
55247,Into the Wild (2007),Action|Adventure|Drama,758758,5915,3.93,6930,3.8252
1251,8 1/2 (8½) (1963),Drama|Fantasy,56801,422,4.04,3367,3.8245
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller,206634,9693,3.89,11024,3.8242
1300,My Life as a Dog (Mitt liv som hund) (1985),Comedy|Drama,89606,8816,4.02,3679,3.8231
497,Much Ado About Nothing (1993),Comedy|Romance,107616,11971,3.87,15069,3.822
1449,Waiting for Guffman (1996),Comedy,118111,16448,3.93,6625,3.821
2360,"Celebration, The (Festen) (1998)",Drama,154420,309,4.11,2495,3.8207
678,Some Folks Call It a Sling Blade (1993),Drama|Thriller,108181,27768,4.08,2781,3.8205
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama,299977,79,3.91,8000,3.8199
3198,Papillon (1973),Crime|Drama,70511,5924,3.97,4788,3.8195
2132,Who's Afraid of Virginia Woolf? (1966),Drama,61184,396,4.04,3267,3.8194
290,Once Were Warriors (1994),Crime|Drama,110729,527,3.99,4212,3.819
112556,Gone Girl (2014),Drama|Thriller,2267998,210577,3.94,5937,3.8187
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,325980,22,3.84,29767,3.8159
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,372183,2502,3.86,15981,3.8152
88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX,1201607,12445,3.92,6700,3.8134
6,Heat (1995),Action|Crime|Thriller,113277,949,3.84,26593,3.8131
89745,"Avengers, The (2012)",Action|Adventure|Sci-Fi|IMAX,848228,24428,3.89,9179,3.8123
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,1227926,14301,3.99,3990,3.8114
